# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  2 15:42:12 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
Kepler-1221 b,Kepler-1221,1,1,12.00096042000,0.00005761000,-0.00005761000,0,1.88000000,0.30000000,-0.16000000,0,0.16772237,0.02676421,-0.01427424,0,,5194.00,45.80,-51.51,0,0.820000,0.049000,-0.034000,0,-0.35500,,,0
Kepler-1222 b,Kepler-1222,1,1,1.91694425400,0.00000611100,-0.00000611100,0,0.79000000,0.06000000,-0.06000000,0,0.07047908,0.00535284,-0.00535284,0,,5239.00,71.00,-82.33,0,0.800000,0.048000,-0.049000,0,-0.45761,,,0
Kepler-1223 b,Kepler-1223,1,1,16.30125900000,0.00010300000,-0.00010300000,0,1.22000000,0.06000000,-0.08000000,0,0.10884111,0.00535284,-0.00713712,0,,4870.00,49.87,-52.19,0,0.750000,0.028000,-0.031000,0,-0.54142,,,0
Kepler-1224 b,Kepler-1224,1,1,13.32351601000,0.00007281000,-0.00007281000,0,1.33000000,0.12000000,-0.08000000,0,0.11865465,0.01070568,-0.00713712,0,,6155.00,64.75,-56.71,0,1.220000,0.095000,-0.067000,0,0.29282,0.02434,-0.01702,0
Kepler-1225 b,Kepler-1225,1,1,7.01075434000,0.00002753000,-0.00002753000,0,1.82000000,0.61000000,-0.24000000,0,0.16236952,0.05442055,-0.02141137,0,,6140.00,133.40,-147.70,0,1.190000,0.397000,-0.152000,0,0.33289,,,0
Kepler-1226 b,Kepler-1226,1,1,17.29234530000,0.00011870000,-0.00011870000,0,1.45000000,0.26000000,-0.15000000,0,0.12936034,0.02319565,-0.01338210,0,,5923.00,147.56,-124.19,0,1.020000,0.176000,-0.105000,0,0.35947,,,0
Kepler-1227 b,Kepler-1227,1,1,94.28875770000,0.00058730000,-0.00058730000,0,2.29000000,0.52000000,-0.23000000,0,0.20430012,0.04639129,-0.02051923,0,,5747.00,108.41,-151.11,0,0.950000,0.147000,-0.084000,0,-0.15834,,,0
Kepler-1228 b,Kepler-1228,1,1,0.57736957900,0.00000040900,-0.00000040900,0,1.54000000,0.11000000,-0.14000000,0,0.13738960,0.00981354,-0.01248996,0,,5063.00,94.76,-81.19,0,0.740000,0.049000,-0.067000,0,-0.55460,,,0
Kepler-1229 b,Kepler-1229,1,1,86.82898900000,0.00106900000,-0.00106900000,0,1.40000000,0.11000000,-0.13000000,0,0.12489963,0.00981354,-0.01159782,0,,3784.00,38.88,-38.61,0,0.510000,0.025000,-0.033000,0,-1.53300,0.08400,-0.11400,0
Kepler-123 b,Kepler-123,1,2,17.23236600000,0.00005600000,-0.00005600000,0,2.94000000,0.57000000,-0.57000000,0,0.26200000,0.05100000,-0.05100000,0,,6089.00,121.00,-121.00,0,1.264000,0.243000,-0.243000,0,0.40952,,,0
Kepler-123 c,Kepler-123,1,2,26.69507400000,0.00046800000,-0.00046800000,0,1.48000000,0.30000000,-0.30000000,0,0.13200000,0.02700000,-0.02700000,0,,6089.00,121.00,-121.00,0,1.264000,0.243000,-0.243000,0,0.40952,,,0
Kepler-1230 b,Kepler-1230,1,1,9.95661537000,0.00004469000,-0.00004469000,0,2.71000000,0.49000000,-0.29000000,0,0.24177001,0.04371487,-0.02587207,0,,5961.00,134.01,-116.25,0,1.080000,0.192000,-0.102000,0,0.09626,,,0
Kepler-1231 b,Kepler-1231,1,1,10.41725184000,0.00006556000,-0.00006556000,0,1.42000000,0.30000000,-0.12000000,0,0.12668391,0.02676421,-0.01070568,0,,5778.00,80.33,-107.40,0,1.000000,0.202000,-0.082000,0,0.02302,,,0
Kepler-1232 b,Kepler-1232,1,1,26.78391830000,0.00017860000,-0.00017860000,0,1.93000000,0.24000000,-0.16000000,0,0.17218307,0.02141137,-0.01427424,0,,5471.00,75.31,-111.90,0,0.890000,0.111000,-0.054000,0,-0.35931,,,0
Kepler-1233 b,Kepler-1233,1,1,45.12630420000,0.00051710000,-0.00051710000,0,2.60000000,1.08000000,-0.39000000,0,0.23195646,0.09635115,-0.03479347,0,,6198.00,139.13,-168.47,0,1.250000,0.518000,-0.183000,0,0.22091,,,0
Kepler-1234 b,Kepler-1234,1,1,11.94014029000,0.00008335000,-0.00008335000,0,2.81000000,0.16000000,-0.81000000,0,0.25069141,0.01427424,-0.07226336,0,,4967.00,56.40,-63.05,0,0.760000,0.028000,-0.033000,0,-0.45387,,,0
Kepler-1235 b,Kepler-1235,1,1,4.16055856000,0.00002789000,-0.00002789000,0,0.79000000,0.12000000,-0.06000000,0,0.07047908,0.01070568,-0.00535284,0,,5541.00,78.94,-83.29,0,0.900000,0.122000,-0.057000,0,-0.15625,,,0
Kepler-1236 b,Kepler-1236,1,1,31.05716180000,0.00025080000,-0.00025080000,0,2.14000000,0.18000000,-0.22000000,0,0.19091801,0.01605852,-0.01962709,0,,5337.00,155.96,-154.20,0,0.820000,0.066000,-0.053000,0,-0.37915,,,0
Kepler-1237 b,Kepler-1237,1,1,84.57332260000,0.00064800000,-0.00064800000,0,2.86000000,0.39000000,-0.21000000,0,0.25515211,0.03479347,-0.01873495,0,,5472.00,73.56,-109.10,0,0.900000,0.118000,-0.056000,0,-0.25798,,,0
Kepler-1238 b,Kepler-1238,1,1,4.14787559000,0.00003447000,-0.00003447000,0,1.93000000,0.85000000,-0.42000000,0,0.17218307,0.07583192,-0.03746989,0,,6386.00,341.26,-299.46,0,1.480000,0.650000,-0.317000,0,0.58441,,,0
Kepler-1239 b,Kepler-1239,1,1,5.19104016000,0.00002643000,-0.00002643000,0,2.90000000,0.37000000,-0.31000000,0,0.25872067,0.03300919,-0.02765635,0,,6564.00,153.47,-198.42,0,1.570000,0.195000,-0.160000,0,0.44712,,,0
Kepler-124 b,Kepler-124,1,3,3.41049300000,0.00002100000,-0.00002100000,0,0.73000000,0.05000000,-0.05000000,0,0.06500000,0.00400000,-0.00400000,0,,4984.00,100.00,-100.00,0,0.636000,0.030000,-0.030000,0,-0.46737,,,0
Kepler-124 c,Kepler-124,1,3,13.82137500000,0.00003700000,-0.00003700000,0,1.75000000,0.09000000,-0.09000000,0,0.15600000,0.00800000,-0.00800000,0,,4984.00,100.00,-100.00,0,0.636000,0.030000,-0.030000,0,-0.46737,,,0
Kepler-124 d,Kepler-124,1,3,30.95085100000,0.00036100000,-0.00036100000,0,1.11000000,0.07000000,-0.07000000,0,0.09900000,0.00600000,-0.00600000,0,,4984.00,100.00,-100.00,0,0.636000,0.030000,-0.030000,0,-0.46737,,,0
Kepler-1240 b,Kepler-1240,1,1,4.86638150000,0.00002513000,-0.00002513000,0,1.15000000,0.20000000,-0.10000000,0,0.10259613,0.01784280,-0.00892140,0,,5682.00,103.27,-116.70,0,0.960000,0.156000,-0.077000,0,0.22254,,,0
Kepler-1241 b,Kepler-1241,1,1,18.55257010000,0.00010350000,-0.00010350000,0,2.63000000,0.21000000,-0.23000000,0,0.23463288,0.01873495,-0.02051923,0,,5261.00,180.72,-119.79,0,0.800000,0.063000,-0.052000,0,-0.32438,,,0
Kepler-1242 b,Kepler-1242,1,1,13.62798432000,0.00005714000,-0.00005714000,0,2.26000000,0.13000000,-0.13000000,0,0.20162370,0.01159782,-0.01159782,0,,4895.00,84.63,-57.56,0,0.740000,0.029000,-0.038000,0,-0.51639,,,0
Kepler-1243 b,Kepler-1243,1,1,16.83207290000,0.00008923000,-0.00008923000,0,1.75000000,0.28000000,-0.17000000,0,0.15612454,0.02497993,-0.01516638,0,,5667.00,113.87,-139.83,0,0.940000,0.148000,-0.075000,0,-0.24358,,,0
Kepler-1244 b,Kepler-1244,1,1,3.70428172000,0.00001784000,-0.00001784000,0,1.35000000,0.63000000,-0.25000000,0,0.12043893,0.05620484,-0.02230351,0,,6680.00,94.50,-106.27,0,1.770000,0.827000,-0.328000,0,1.03224,0.02749,-0.02463,0
Kepler-1245 b,Kepler-1245,1,2,4.35409304000,0.00001933000,-0.00001933000,0,1.44000000,0.12000000,-0.10000000,0,0.12846820,0.01070568,-0.00892140,0,,5306.00,77.49,-101.98,0,0.830000,0.061000,-0.046000,0,-0.41093,0.02189,-0.02305,0
Kepler-1245 c,Kepler-1245,1,2,2.93658468100,0.00000840500,-0.00000840500,0,1.44000000,0.13000000,-0.08000000,0,0.12846820,0.01159782,-0.00713712,0,,5306.00,77.49,-101.98,0,0.830000,0.061000,-0.046000,0,-0.41093,0.02189,-0.02305,0
Kepler-1246 b,Kepler-1246,1,1,11.32271513000,0.00008852000,-0.00008852000,0,1.36000000,0.20000000,-0.22000000,0,0.12133107,0.01784280,-0.01962709,0,,4611.00,49.69,-51.31,0,0.690000,0.023000,-0.037000,0,-0.72660,,,0
Kepler-1247 b,Kepler-1247,1,1,13.71220213000,0.00006363000,-0.00006363000,0,2.33000000,0.21000000,-0.16000000,0,0.20786868,0.01873495,-0.01427424,0,,5303.00,116.55,-112.59,0,0.820000,0.063000,-0.047000,0,-0.34527,,,0
Kepler-1248 b,Kepler-1248,1,1,7.46725407000,0.00005302000,-0.00005302000,0,1.18000000,0.20000000,-0.11000000,0,0.10527255,0.01784280,-0.00981354,0,,6149.00,83.25,-74.30,0,1.210000,0.063000,-0.054000,0,0.27600,,,0
Kepler-1249 b,Kepler-1249,1,1,24.33471270000,0.00028860000,-0.00028860000,0,2.38000000,0.97000000,-0.38000000,0,0.21232938,0.08653760,-0.03390133,0,,6202.00,133.62,-201.72,0,1.280000,0.522000,-0.196000,0,0.42782,,,0
Kepler-125 b,Kepler-125,1,2,4.16438900000,0.00000300000,-0.00000300000,0,2.37000000,0.10000000,-0.10000000,0,0.21100000,0.00900000,-0.00900000,0,M1 V,3810.00,150.00,-150.00,0,0.512000,0.021000,-0.021000,0,-1.32790,0.06030,-0.07004,0
Kepler-125 c,Kepler-125,1,2,5.77446400000,0.00004700000,-0.00004700000,0,0.74000000,0.05000000,-0.05000000,0,0.06600000,0.00400000,-0.00400000,0,M1 V,3810.00,150.00,-150.00,0,0.512000,0.021000,-0.021000,0,-1.32790,0.06030,-0.07004,0
Kepler-1250 b,Kepler-1250,1,1,2.60754383400,0.00000652300,-0.00000652300,0,1.92000000,0.45000000,-0.17000000,0,0.17129093,0.04014631,-0.01516638,0,,5717.00,71.36,-82.51,0,0.980000,0.224000,-0.081000,0,0.34255,,,0
Kepler-1251 b,Kepler-1251,1,1,45.09046430000,0.00046300000,-0.00046300000,0,1.84000000,0.26000000,-0.14000000,0,0.16415380,0.02319565,-0.01248996,0,,5545.00,85.54,-95.15,0,0.890000,0.116000,-0.060000,0,-0.15264,,,0
Kepler-1252 b,Kepler-1252,1,1,15.05403290000,0.00012480000,-0.00012480000,0,1.67000000,0.42000000,-0.23000000,0,0.14898742,0.03746989,-0.02051923,0,,5949.00,144.60,-218.38,0,1.090000,0.270000,-0.136000,0,-0.12958,,,0
Kepler-1253 b,Kepler-1253,1,1,68.88619150000,0.00052700000,-0.00052700000,0,1.33000000,0.18000000,-0.18000000,0,0.11865465,0.01605852,-0.01605852,0,,5850.00,65.89,-56.44,0,1.100000,0.150000,-0.129000,0,0.34479,0.01738,-0.01465,0
Kepler-1254 b,Kepler-1254,1,3,9.99113313000,0.00005610000,-0.00005610000,0,1.55000000,0.09000000,-0.12000000,0,0.13828174,0.00802926,-0.01070568,0,,4985.00,53.00,-45.04,0,0.750000,0.032000,-0.051000,0,-0.57202,,,0
Kepler-1254 c,Kepler-1254,1,3,3.60084276000,0.00001900000,-0.00001900000,0,1.30000000,0.07000000,-0.12000000,0,0.11597823,0.00624498,-0.01070568,0,,4985.00,53.00,-45.04,0,0.750000,0.032000,-0.051000,0,-0.57202,,,0
Kepler-1254 d,Kepler-1254,1,3,5.72717226000,0.00002908000,-0.00002908000,0,1.31000000,0.09000000,-0.11000000,0,0.11687037,0.00802926,-0.00981354,0,,4985.00,53.00,-45.04,0,0.750000,0.032000,-0.051000,0,-0.57202,,,0
Kepler-1255 b,Kepler-1255,1,1,36.29193360000,0.00031560000,-0.00031560000,0,2.32000000,0.64000000,-0.29000000,0,0.20697654,0.05709698,-0.02587207,0,,6018.00,134.73,-186.81,0,1.120000,0.306000,-0.137000,0,0.30726,,,0
Kepler-1256 b,Kepler-1256,1,1,12.41277540000,0.00010800000,-0.00010800000,0,1.49000000,0.44000000,-0.22000000,0,0.13292890,0.03925417,-0.01962709,0,,6129.00,67.94,-69.29,0,1.360000,0.266000,-0.193000,0,0.42833,,,0
Kepler-1257 b,Kepler-1257,1,1,2.66831376200,0.00000986100,-0.00000986100,0,1.52000000,0.18000000,-0.12000000,0,0.13560532,0.01605852,-0.01070568,0,,5502.00,168.32,-93.92,0,0.870000,0.096000,-0.067000,0,-0.13622,,,0
Kepler-1258 b,Kepler-1258,1,1,0.98494016700,0.00000318200,-0.00000318200,0,0.86000000,0.13000000,-0.08000000,0,0.07672406,0.01159782,-0.00713712,0,,5839.00,79.16,-73.45,0,0.990000,0.146000,-0.084000,0,0.09384,,,0
Kepler-1259 b,Kepler-1259,1,1,0.66308525800,0.00000087400,-0.00000087400,0,1.43000000,0.07000000,-0.10000000,0,0.12757605,0.00624498,-0.00892140,0,,5053.00,113.64,-67.62,0,0.770000,0.035000,-0.042000,0,-0.33296,,,0
Kepler-126 b,Kepler-126,1,3,10.49571100000,0.00002800000,-0.00002800000,0,1.52000000,0.10000000,-0.10000000,0,0.13600000,0.00900000,-0.00900000,0,,6239.00,94.00,-94.00,0,1.358000,0.024000,-0.024000,0,0.45200,0.01678,-0.01922,0
Kepler-126 c,Kepler-126,1,3,21.86974100000,0.00008200000,-0.00008200000,0,1.58000000,0.13000000,-0.13000000,0,0.14100000,0.01200000,-0.01200000,0,,6239.00,94.00,-94.00,0,1.358000,0.024000,-0.024000,0,0.45200,0.01678,-0.01922,0
Kepler-126 d,Kepler-126,1,3,100.28313400000,0.00025500000,-0.00025500000,0,2.50000000,0.05000000,-0.05000000,0,0.22300000,0.00400000,-0.00400000,0,,6239.00,94.00,-94.00,0,1.358000,0.024000,-0.024000,0,0.45200,0.01678,-0.01922,0
Kepler-1260 b,Kepler-1260,1,1,19.11877530000,0.00016870000,-0.00016870000,0,1.77000000,0.51000000,-0.28000000,0,0.15790882,0.04549915,-0.02497993,0,,5961.00,131.56,-192.48,0,1.080000,0.298000,-0.138000,0,0.52565,,,0
Kepler-1261 b,Kepler-1261,1,1,48.43089910000,0.00031440000,-0.00031440000,0,2.26000000,0.14000000,-0.14000000,0,0.20162370,0.01248996,-0.01248996,0,,5006.00,48.34,-44.49,0,0.770000,0.034000,-0.032000,0,-0.52330,,,0
Kepler-1262 b,Kepler-1262,1,1,8.67900242000,0.00003790000,-0.00003790000,0,1.82000000,0.32000000,-0.17000000,0,0.16236952,0.02854849,-0.01516638,0,,5771.00,101.71,-103.42,0,0.980000,0.170000,-0.085000,0,-0.10541,,,0
Kepler-1263 b,Kepler-1263,1,1,4.55139967000,0.00002128000,-0.00002128000,0,1.14000000,0.28000000,-0.12000000,0,0.10170399,0.02497993,-0.01070568,0,,5213.00,61.90,-74.37,0,0.800000,0.050000,-0.046000,0,-0.41402,,,0
Kepler-1264 b,Kepler-1264,1,1,0.96852602300,0.00000233300,-0.00000233300,0,1.18000000,0.22000000,-0.12000000,0,0.10527255,0.01962709,-0.01070568,0,,5791.00,109.18,-145.15,0,0.980000,0.182000,-0.091000,0,-0.05475,,,0
Kepler-1265 b,Kepler-1265,1,1,6.49441289000,0.00002951000,-0.00002951000,0,1.35000000,0.07000000,-0.13000000,0,0.12043893,0.00624498,-0.01159782,0,,4630.00,42.63,-41.20,0,0.690000,0.027000,-0.054000,0,-0.70004,,,0
Kepler-1266 b,Kepler-1266,1,2,28.47474800000,0.00020450000,-0.00020450000,0,2.58000000,0.13000000,-0.46000000,0,0.23017218,0.01159782,-0.04103845,0,,5044.00,49.22,-50.99,0,0.760000,0.038000,-0.047000,0,-0.52996,,,0
Kepler-1266 c,Kepler-1266,1,2,4.86631012000,,,0,1.68023962,,,0,0.14990120,,,0,,4996.00,82.00,-74.00,0,0.831000,0.032000,-0.060000,0,-0.52996,,,0
Kepler-1267 b,Kepler-1267,1,1,13.03139450000,0.00011040000,-0.00011040000,0,3.01000000,0.95000000,-0.45000000,0,0.26853421,0.08475332,-0.04014631,0,,6096.00,119.67,-215.90,0,1.200000,0.373000,-0.173000,0,0.00250,,,0
Kepler-1268 b,Kepler-1268,1,1,40.99039860000,0.00048060000,-0.00048060000,0,2.03000000,0.67000000,-0.23000000,0,0.18110447,0.05977340,-0.02051923,0,,5904.00,68.91,-79.21,0,1.090000,0.356000,-0.120000,0,0.34483,,,0
Kepler-1269 b,Kepler-1269,1,1,37.33315360000,0.00032100000,-0.00032100000,0,1.63000000,0.46000000,-0.18000000,0,0.14541886,0.04103845,-0.01605852,0,,5998.00,88.20,-88.22,0,1.150000,0.321000,-0.125000,0,0.55570,,,0
Kepler-127 b,Kepler-127,1,3,14.43588900000,0.00006300000,-0.00006300000,0,1.40000000,0.05000000,-0.05000000,0,0.12500000,0.00400000,-0.00400000,0,,6106.00,106.00,-106.00,0,1.359000,0.035000,-0.035000,0,0.40651,0.01154,-0.01977,0
Kepler-127 c,Kepler-127,1,3,29.39319500000,0.00007300000,-0.00007300000,0,2.66000000,0.14000000,-0.14000000,0,0.23700000,0.01200000,-0.01200000,0,,6106.00,106.00,-106.00,0,1.359000,0.035000,-0.035000,0,0.40651,0.01154,-0.01977,0
Kepler-127 d,Kepler-127,1,3,48.63040800000,0.00012800000,-0.00012800000,0,2.64000000,0.14000000,-0.14000000,0,0.23600000,0.01200000,-0.01200000,0,,6106.00,106.00,-106.00,0,1.359000,0.035000,-0.035000,0,0.40651,0.01154,-0.01977,0
Kepler-1270 b,Kepler-1270,1,1,6.03356196000,0.00006551000,-0.00006551000,0,3.32000000,0.30000000,-0.65000000,0,0.29619056,0.02676421,-0.05798912,0,,5047.00,40.17,-34.17,0,3.380000,0.304000,-0.414000,0,0.71321,0.01901,-0.01988,0
Kepler-1271 b,Kepler-1271,1,1,3.02559550000,0.00001160000,-0.00001160000,0,1.48000000,0.23000000,-0.16000000,0,0.13203676,0.02051923,-0.01427424,0,,6143.00,81.37,-88.49,0,1.230000,0.183000,-0.129000,0,0.21871,,,0
Kepler-1272 b,Kepler-1272,1,1,51.13097040000,0.00045140000,-0.00045140000,0,2.37000000,0.70000000,-0.32000000,0,0.21143724,0.06244982,-0.02854849,0,,5926.00,95.26,-135.18,0,1.090000,0.268000,-0.110000,0,0.37031,,,0
Kepler-1273 b,Kepler-1273,1,1,28.62565300000,0.00021740000,-0.00021740000,0,2.49000000,0.33000000,-0.19000000,0,0.22214292,0.02944063,-0.01695066,0,,5566.00,77.45,-71.25,0,0.910000,0.116000,-0.056000,0,-0.30540,,,0
Kepler-1274 b,Kepler-1274,1,1,6.98152703000,0.00006708000,-0.00006708000,0,1.42000000,0.10000000,-0.10000000,0,0.12668391,0.00892140,-0.00892140,0,,6179.00,54.41,-48.15,0,2.170000,0.132000,-0.124000,0,0.79752,0.01695,-0.02477,0
Kepler-1275 b,Kepler-1275,1,1,3.65691115000,0.00001583000,-0.00001583000,0,1.48000000,0.65000000,-0.27000000,0,0.13203676,0.05798912,-0.02408779,0,,6296.00,202.94,-214.87,0,1.360000,0.598000,-0.232000,0,0.31503,,,0
Kepler-1276 b,Kepler-1276,1,1,12.57200950000,0.00010980000,-0.00010980000,0,1.19000000,0.20000000,-0.11000000,0,0.10616469,0.01784280,-0.00981354,0,,6188.00,65.25,-55.24,0,1.210000,0.138000,-0.096000,0,0.22040,0.01979,-0.02010,0
Kepler-1277 b,Kepler-1277,1,1,40.83650120000,0.00045860000,-0.00045860000,0,1.60000000,0.29000000,-0.11000000,0,0.14274244,0.02587207,-0.00981354,0,,5578.00,82.21,-68.73,0,0.920000,0.062000,-0.047000,0,-0.19906,,,0
Kepler-1278 b,Kepler-1278,1,1,3.23941344000,0.00001696000,-0.00001696000,0,1.01000000,0.31000000,-0.12000000,0,0.09010616,0.02765635,-0.01070568,0,,6074.00,112.24,-128.32,0,1.160000,0.352000,-0.131000,0,0.36593,,,0
Kepler-1279 b,Kepler-1279,1,1,23.47741010000,0.00024450000,-0.00024450000,0,1.75000000,0.88000000,-0.27000000,0,0.15612454,0.07850834,-0.02408779,0,,6221.00,97.80,-110.44,0,1.330000,0.620000,-0.194000,0,0.69281,,,0
Kepler-128 b,Kepler-128,1,2,15.00000000000,,,0,1.42100000,0.04000000,-0.04000000,0,0.12677335,0.00356857,-0.00356857,0,,6072.00,75.00,-75.00,0,1.659000,0.038000,-0.038000,0,0.57542,0.01428,-0.02020,0
Kepler-128 c,Kepler-128,1,2,22.80000000000,,,0,1.52100000,0.04700000,-0.04700000,0,0.13569476,0.00419307,-0.00419307,0,,6072.00,75.00,-75.00,0,1.659000,0.038000,-0.038000,0,0.57542,0.01428,-0.02020,0
Kepler-1280 b,Kepler-1280,1,1,66.55790570000,0.00077050000,-0.00077050000,0,1.87000000,0.83000000,-0.29000000,0,0.16683023,0.07404764,-0.02587207,0,,6227.00,121.69,-156.51,0,1.320000,0.586000,-0.199000,0,0.67880,,,0
Kepler-1281 b,Kepler-1281,1,1,3.11602791000,0.00001300000,-0.00001300000,0,1.64000000,0.13000000,-0.14000000,0,0.14631100,0.01159782,-0.01248996,0,,5353.00,86.50,-93.58,0,0.830000,0.060000,-0.053000,0,-0.29200,,,0
Kepler-1282 b,Kepler-1282,1,1,2.13194651300,0.00000686500,-0.00000686500,0,1.55000000,0.21000000,-0.11000000,0,0.13828174,0.01873495,-0.00981354,0,,5504.00,81.08,-78.70,0,0.890000,0.113000,-0.055000,0,-0.18287,,,0
Kepler-1283 b,Kepler-1283,1,1,12.94609780000,0.00021850000,-0.00021850000,0,1.91000000,0.79000000,-0.31000000,0,0.17039879,0.07047908,-0.02765635,0,,6175.00,183.18,-233.53,0,1.250000,0.511000,-0.198000,0,0.92675,,,0
Kepler-1284 b,Kepler-1284,1,1,0.66407380600,0.00000148000,-0.00000148000,0,1.21000000,0.10000000,-0.07000000,0,0.10794897,0.00892140,-0.00624498,0,,5123.00,62.80,-83.53,0,0.790000,0.046000,-0.040000,0,-0.39518,,,0
Kepler-1285 b,Kepler-1285,1,1,14.79674580000,0.00011340000,-0.00011340000,0,0.97000000,0.10000000,-0.08000000,0,0.08653760,0.00892140,-0.00713712,0,,6170.00,67.21,-62.49,0,1.280000,0.125000,-0.090000,0,0.48088,0.01969,-0.01134,0
Kepler-1286 b,Kepler-1286,1,1,11.25402929000,0.00006812000,-0.00006812000,0,2.15000000,0.45000000,-0.18000000,0,0.19181015,0.04014631,-0.01605852,0,,5753.00,74.56,-79.20,0,0.980000,0.201000,-0.072000,0,0.12822,,,0
Kepler-1287 b,Kepler-1287,1,1,11.47685909000,0.00006466000,-0.00006466000,0,1.54000000,0.22000000,-0.13000000,0,0.13738960,0.01962709,-0.01159782,0,,5715.00,93.97,-83.95,0,0.940000,0.126000,-0.074000,0,-0.09078,,,0
Kepler-1288 b,Kepler-1288,1,1,2.76122421000,0.00001477000,-0.00001477000,0,1.12000000,0.47000000,-0.16000000,0,0.09991971,0.04193059,-0.01427424,0,,6132.00,87.95,-135.79,0,1.290000,0.537000,-0.170000,0,0.30207,0.05504,-0.06304,0
Kepler-1289 b,Kepler-1289,1,1,7.99019627000,0.00005083000,-0.00005083000,0,1.52000000,0.49000000,-0.24000000,0,0.13560532,0.04371487,-0.02141137,0,,6080.00,245.65,-268.17,0,1.170000,0.374000,-0.185000,0,0.16032,,,0
Kepler-129 b,Kepler-129,1,3,15.79000000000,,,0,2.40000000,0.04000000,-0.04000000,0,0.21411403,0.00356857,-0.00356857,0,G4 V,5770.00,83.00,-83.00,0,1.653000,0.009000,-0.012000,0,0.46365,0.02099,-0.00961,0
Kepler-129 c,Kepler-129,1,3,82.20000000000,,,0,2.52000000,0.07000000,-0.07000000,0,0.22481973,0.00624499,-0.00624499,0,G4 V,5770.00,83.00,-83.00,0,1.653000,0.009000,-0.012000,0,0.46365,0.02099,-0.00961,0
Kepler-129 d,Kepler-129,1,3,2646.00000000000,140.00000000000,-94.00000000000,0,12.60000000,,,0,1.12000000,,,0,G4 V,5770.00,83.00,-83.00,0,1.653000,0.009000,-0.012000,0,0.46365,0.02099,-0.00961,0
Kepler-1290 b,Kepler-1290,1,1,4.69500134000,0.00004206000,-0.00004206000,0,1.42000000,0.21000000,-0.13000000,0,0.12668391,0.01873495,-0.01159782,0,,5660.00,114.11,-108.37,0,0.930000,0.128000,-0.070000,0,0.06899,,,0
Kepler-1291 b,Kepler-1291,1,1,8.63043276000,0.00006731000,-0.00006731000,0,1.66000000,0.10000000,-0.18000000,0,0.14809528,0.00892140,-0.01605852,0,,5216.00,81.36,-108.14,0,0.800000,0.048000,-0.047000,0,-0.46748,,,0
Kepler-1292 b,Kepler-1292,1,1,3.27646405000,0.00001548000,-0.00001548000,0,1.82000000,0.29000000,-0.14000000,0,0.16236952,0.02587207,-0.01248996,0,,5556.00,63.00,-77.30,0,0.930000,0.142000,-0.064000,0,-0.09051,,,0
Kepler-1293 b,Kepler-1293,1,1,5.57654784000,0.00004024000,-0.00004024000,0,0.97000000,0.42000000,-0.15000000,0,0.08653760,0.03746989,-0.01338210,0,,6241.00,114.93,-99.80,0,1.280000,0.551000,-0.185000,0,0.60386,0.01516,-0.02442,0
Kepler-1294 b,Kepler-1294,1,1,115.68622580000,0.00084450000,-0.00084450000,0,3.19000000,0.54000000,-0.31000000,0,0.28459274,0.04817557,-0.02765635,0,,5776.00,152.50,-137.20,0,0.970000,0.162000,-0.088000,0,0.42138,,,0
